Index,Is Reference,Name,Brightest Detector,ra,dec,t90,Binsize,Distance,Sigma
428,0,GRB190510120,n0,124.54,-53.07,69.633,1.0,12999.0,99.844
455,0,GRB150718656,n1,124.75,-51.04,19.456,1.0,2467.0,12.847
468,0,GRB201207977,n8,124.14,-50.49,17.408,1.0,16618.0,129.737
304,1,GRB200219317,n3,342.64,-59.12,1.152,0.1,0.0,
325,0,GRB150821406,n9,341.91,-57.89,103.426,1.0,225897.0,2392.488
340,0,GRB080916406,n8,336.3,-57.0,46.337,1.0,175461.0,1854.519
341,0,GRB131028096,n8,333.4,-56.94,14.336,1.0,237917.0,2520.697
342,0,GRB210123305,n2,345.12,-56.93,13.056,1.0,209486.0,2217.442
357,0,GRB190726843,n8,342.68,-55.98,224.26,1.0,281551.0,2986.113
404,0,GRB120117291,n2,339.01,-54.25,3.328,1.0,224117.0,2373.501
421,0,GRB210308838,n3,350.48,-53.55,0.384,0.1,1827.0,2.828
425,0,GRB200623752,n9,343.08,-53.38,0.704,0.1,2355.0,9.173
305,1,GRB140528837,n9,280.73,-59.08,13.568,1.0,0.0,
308,0,GRB101208498,n5,280.94,-59.02,2.048,1.0,11177.0,68.031
331,0,GRB081008832,n1,280.0,-57.4,126.722,1.0,49074.0,323.043
338,0,GRB170416583,na,284.22,-57.02,61.952,1.0,13597.0,84.315
364,0,GRB140506880,n5,276.77,-55.64,64.128,1.0,20300.0,129.42
372,0,GRB101224578,n1,289.14,-55.25,44.737,1.0,34537.0,225.222
380,0,GRB210204777,n1,272.49,-54.81,32.0,1.0,14595.0,91.031
391,0,GRB160513553,n8,273.57,-54.42,1.664,0.1,286171.0,520.982
399,0,GRB130515056,n8,283.42,-54.28,0.256,0.1,277928.0,553.566
416,0,GRB190110726,n3,276.88,-53.68,8.96,1.0,4878.0,25.644
424,0,GRB130906435,n8,279.39,-53.38,8.192,1.0,17291.0,109.172
431,0,GRB100204566,n2,273.07,-52.78,32.513,1.0,31920.0,207.612
438,0,GRB141122875,n1,280.61,-52.52,30.72,1.0,15432.0,96.663
467,0,GRB210923124,n2,278.95,-50.54,128.512,1.0,16332.0,102.719
475,0,GRB100819498,na,279.6,-50.04,12.544,1.0,11966.0,73.34
489,0,GRB150721732,n8,282.88,-49.41,11.52,1.0,28591.0,185.211
308,1,GRB101208498,n5,280.94,-59.02,2.048,1.0,0.0,
331,0,GRB081008832,n1,280.0,-57.4,126.722,1.0,84288.0,660.005
338,0,GRB170416583,na,284.22,-57.02,61.952,1.0,26867.0,206.462
364,0,GRB140506880,n5,276.77,-55.64,64.128,1.0,42144.0,327.129
372,0,GRB101224578,n1,289.14,-55.25,44.737,1.0,44890.0,348.818
380,0,GRB210204777,n1,272.49,-54.81,32.0,1.0,21755.0,166.085
391,0,GRB160513553,n8,273.57,-54.42,1.664,0.1,342303.0,38.023
399,0,GRB130515056,n8,283.42,-54.28,0.256,0.1,329734.0,29.538
416,0,GRB190110726,n3,276.88,-53.68,8.96,1.0,7572.0,54.06
424,0,GRB130906435,n8,279.39,-53.38,8.192,1.0,17329.0,131.126
438,0,GRB141122875,n1,280.61,-52.52,30.72,1.0,22959.0,175.595
467,0,GRB210923124,n2,278.95,-50.54,128.512,1.0,30053.0,231.627
475,0,GRB100819498,na,279.6,-50.04,12.544,1.0,7367.0,52.44
489,0,GRB150721732,n8,282.88,-49.41,11.52,1.0,27384.0,210.546
309,1,GRB180412425,n6,62.32,-59.01,20.992,1.0,0.0,
315,0,GRB120210650,n0,54.65,-58.52,1.344,0.1,231772.0,838.434
329,0,GRB091031500,n9,71.7,-57.5,33.921,1.0,6722.0,47.246
334,0,GRB161001045,n3,71.92,-57.26,2.24,1.0,5577.0,37.88
339,0,GRB150702998,n4,52.78,-57.0,45.825,1.0,7053.0,49.953
351,0,GRB120316008,n0,57.02,-56.29,26.624,1.0,5729.0,39.124
378,0,GRB081129161,na,63.2,-54.9,62.657,1.0,7112.0,50.436
310,1,GRB130816074,n6,197.14,-58.95,36.864,1.0,0.0,
313,0,GRB140710901,na,204.65,-58.59,11.52,1.0,2645.0,9.661
332,0,GRB120220210,n9,206.13,-57.36,21.248,1.0,10689.0,69.482
362,0,GRB160829334,n6,200.89,-55.88,0.512,0.1,197274.0,1458.016
381,0,GRB090720710,n1,203.0,-54.8,10.752,1.0,3984.0,19.619
389,0,GRB210805002,n9,198.32,-54.48,0.832,0.1,202513.0,1436.162
403,0,GRB171029020,n5,198.24,-54.25,19.712,1.0,21012.0,146.25
407,0,GRB200714344,n8,190.43,-53.95,0.96,0.1,210191.0,1404.134
433,0,GRB120521380,na,197.02,-52.74,91.134,1.0,13335.0,89.159
311,1,GRB170627931,n6,36.52,-58.7,17.152,1.0,0.0,
318,0,GRB161020767,n8,32.56,-58.23,22.078,1.0,6080.0,52.839
319,0,GRB160422499,n1,41.26,-58.22,12.288,1.0,57654.0,574.959
358,0,GRB140928437,na,43.7,-55.93,17.92,1.0,2865.0,20.291
394,0,GRB171010875,n7,34.12,-54.41,25.344,1.0,1875.0,10.268
434,0,GRB191026350,n8,37.17,-52.7,59.136,1.0,6277.0,54.833
486,0,GRB211204144,n7,35.42,-49.45,77.056,1.0,5987.0,51.897
312,1,GRB140929677,n0,177.45,-58.64,37.12,1.0,0.0,
316,0,GRB110207959,n8,179.0,-58.43,7.68,1.0,1988.0,5.195
333,0,GRB141222298,n3,178.04,-57.35,2.752,1.0,7309.0,47.728
344,0,GRB111009282,n1,183.04,-56.82,20.736,1.0,14131.0,102.259
426,0,GRB210427206,na,177.32,-53.36,18.688,1.0,2140.0,6.41
432,0,GRB141215560,n4,179.06,-52.74,11.264,1.0,23626.0,178.156
437,0,GRB100313288,n9,172.71,-52.58,12.864,1.0,8139.0,54.363
440,0,GRB121127914,n4,176.44,-52.41,0.64,0.1,196651.0,1353.764
482,0,GRB090309767,n9,174.3,-49.5,56.513,1.0,8790.0,59.566
485,0,GRB160416022,n6,176.62,-49.48,26.621,1.0,4846.0,28.04
313,1,GRB140710901,na,204.65,-58.59,11.52,1.0,0.0,
332,0,GRB120220210,n9,206.13,-57.36,21.248,1.0,3123.0,18.948
362,0,GRB160829334,n6,200.89,-55.88,0.512,0.1,198336.0,522.084
381,0,GRB090720710,n1,203.0,-54.8,10.752,1.0,3599.0,22.856
389,0,GRB210805002,n9,198.32,-54.48,0.832,0.1,203575.0,496.023
403,0,GRB171029020,n5,198.24,-54.25,19.712,1.0,10691.0,81.077
433,0,GRB120521380,na,197.02,-52.74,91.134,1.0,5182.0,35.852
446,0,GRB080831053,n1,211.2,-51.7,0.576,0.1,200330.0,512.165
448,0,GRB110319628,na,207.96,-51.58,15.104,1.0,2780.0,16.133
479,0,GRB200311636,n8,203.99,-49.68,52.481,1.0,33299.0,266.676
314,1,GRB150306993,n4,0.63,-58.55,18.944,1.0,0.0,
445,0,GRB090412061,n4,1.3,-51.9,0.896,0.1,285771.0,849.346
315,1,GRB120210650,n0,54.65,-58.52,1.344,0.1,0.0,
339,0,GRB150702998,n4,52.78,-57.0,45.825,1.0,194221.0,2403.347
351,0,GRB120316008,n0,57.02,-56.29,26.624,1.0,189933.0,2349.906
378,0,GRB081129161,na,63.2,-54.9,62.657,1.0,250629.0,3106.355
443,0,GRB120420249,n2,47.89,-52.19,25.6,1.0,220471.0,2730.498
472,0,GRB180404091,n3,53.4,-50.22,80.897,1.0,253216.0,3138.596
316,1,GRB110207959,n8,179.0,-58.43,7.68,1.0,0.0,
333,0,GRB141222298,n3,178.04,-57.35,2.752,1.0,7528.0,75.421
344,0,GRB111009282,n1,183.04,-56.82,20.736,1.0,13783.0,144.278
375,0,GRB120510900,nb,186.93,-55.24,62.465,1.0,15633.0,164.643
418,0,GRB110930564,n5,187.31,-53.66,37.889,1.0,5297.0,50.862
426,0,GRB210427206,na,177.32,-53.36,18.688,1.0,1195.0,5.706
432,0,GRB141215560,n4,179.06,-52.74,11.264,1.0,19791.0,210.415
437,0,GRB100313288,n9,172.71,-52.58,12.864,1.0,7608.0,76.302
440,0,GRB121127914,n4,176.44,-52.41,0.64,0.1,179185.0,429.599
485,0,GRB160416022,n6,176.62,-49.48,26.621,1.0,4472.0,41.78
317,1,GRB111015427,n2,220.65,-58.41,92.737,1.0,0.0,
367,0,GRB150425617,n6,214.23,-55.5,4.352,1.0,5621.0,13.523
436,0,GRB180125891,n4,213.32,-52.67,22.784,1.0,43759.0,202.239
318,1,GRB161020767,n8,32.56,-58.23,22.078,1.0,0.0,
319,0,GRB160422499,n1,41.26,-58.22,12.288,1.0,48734.0,386.601
352,0,GRB181227262,n2,24.22,-56.12,13.184,1.0,65214.0,520.399
379,0,GRB120331055,n5,26.37,-54.84,16.384,1.0,3221.0,17.092
394,0,GRB171010875,n7,34.12,-54.41,25.344,1.0,4178.0,24.862
434,0,GRB191026350,n8,37.17,-52.7,59.136,1.0,3668.0,20.722
454,0,GRB101014175,n7,26.94,-51.07,449.415,1.0,293260.0,2371.849
486,0,GRB211204144,n7,35.42,-49.45,77.056,1.0,4645.0,28.654
319,1,GRB160422499,n1,41.26,-58.22,12.288,1.0,0.0,
358,0,GRB140928437,na,43.7,-55.93,17.92,1.0,54046.0,291.514
394,0,GRB171010875,n7,34.12,-54.41,25.344,1.0,56568.0,305.441
434,0,GRB191026350,n8,37.17,-52.7,59.136,1.0,58141.0,314.127
439,0,GRB150508945,n3,45.93,-52.45,113.92,1.0,58864.0,318.119
443,0,GRB120420249,n2,47.89,-52.19,25.6,1.0,49365.0,265.666
320,1,GRB090117640,n1,164.0,-58.2,15.552,1.0,0.0,
345,0,GRB150824079,n4,167.55,-56.77,13.568,1.0,11796.0,90.721
361,0,GRB160827586,n4,155.16,-55.91,51.2,1.0,3902.0,25.207
366,0,GRB200323782,n6,156.47,-55.54,2.112,1.0,3681.0,23.373
383,0,GRB161020024,n4,161.03,-54.77,12.288,1.0,4258.0,28.162
385,0,GRB190830264,n2,159.2,-54.71,5.376,1.0,3357.0,20.684
419,0,GRB190622368,n0,165.21,-53.62,31.744,1.0,2614.0,14.518
420,0,GRB150422294,n9,156.02,-53.56,30.208,1.0,3841.0,24.701
461,0,GRB160905471,n0,162.24,-50.8,33.537,1.0,4891.0,33.415
462,0,GRB190609315,n6,165.76,-50.79,97.538,1.0,5296.0,36.776
321,1,GRB130206817,n6,140.37,-58.16,91.585,1.0,0.0,
365,0,GRB190720964,n3,138.87,-55.59,10.496,1.0,27403.0,133.793
390,0,GRB120728934,n4,137.1,-54.44,32.768,1.0,10705.0,44.528
405,0,GRB110227009,n8,148.72,-54.04,1.728,0.1,188001.0,2249.115
466,0,GRB210201567,n8,144.98,-50.67,39.68,1.0,26699.0,130.03
322,1,GRB150301818,n6,89.16,-57.98,13.312,1.0,0.0,
377,0,GRB080928628,n3,95.1,-55.2,14.336,1.0,2032.0,9.412
422,0,GRB220320194,n2,96.91,-53.54,19.968,1.0,8551.0,61.331
456,0,GRB220408311,n6,92.48,-50.97,32.513,1.0,18544.0,140.917
464,0,GRB110706477,n6,94.15,-50.77,73.217,1.0,6320.0,43.562
323,1,GRB180620660,n4,357.52,-57.96,46.721,1.0,0.0,
421,0,GRB210308838,n3,350.48,-53.55,0.384,0.1,208856.0,1462.693
441,0,GRB160316139,n4,355.33,-52.38,17.152,1.0,5394.0,27.447
449,0,GRB130830921,n8,350.97,-51.57,36.352,1.0,11243.0,70.493
457,0,GRB220130968,n5,357.77,-50.86,61.441,1.0,19577.0,131.828
324,1,GRB090510325,nb,269.4,-57.9,7.424,1.0,0.0,
353,0,GRB161228388,n0,260.67,-56.06,72.704,1.0,2742.0,18.173
356,0,GRB111220486,n1,267.6,-56.05,39.041,1.0,24472.0,216.401
364,0,GRB140506880,n5,276.77,-55.64,64.128,1.0,5259.0,41.134
380,0,GRB210204777,n1,272.49,-54.81,32.0,1.0,1775.0,9.352
391,0,GRB160513553,n8,273.57,-54.42,1.664,0.1,250211.0,366.199
416,0,GRB190110726,n3,276.88,-53.68,8.96,1.0,8474.0,70.462
431,0,GRB100204566,n2,273.07,-52.78,32.513,1.0,12196.0,104.416
470,0,GRB150922883,n2,274.14,-50.47,2.816,1.0,2134.0,12.627
325,1,GRB150821406,n9,341.91,-57.89,103.426,1.0,0.0,
340,0,GRB080916406,n8,336.3,-57.0,46.337,1.0,16771.0,52.248
341,0,GRB131028096,n8,333.4,-56.94,14.336,1.0,18297.0,58.136
342,0,GRB210123305,n2,345.12,-56.93,13.056,1.0,11655.0,32.507
357,0,GRB190726843,n8,342.68,-55.98,224.26,1.0,21370.0,69.994
404,0,GRB120117291,n2,339.01,-54.25,3.328,1.0,21569.0,70.762
421,0,GRB210308838,n3,350.48,-53.55,0.384,0.1,218199.0,2025.129
425,0,GRB200623752,n9,343.08,-53.38,0.704,0.1,220221.0,2020.377
490,0,GRB201128746,n8,339.35,-49.25,11.264,1.0,43671.0,156.047
326,1,GRB140330180,n0,328.07,-57.74,34.049,1.0,0.0,
336,0,GRB110319815,n5,325.57,-57.11,31.232,1.0,4066.0,20.882
340,0,GRB080916406,n8,336.3,-57.0,46.337,1.0,2337.0,8.055
341,0,GRB131028096,n8,333.4,-56.94,14.336,1.0,9387.0,60.359
388,0,GRB081109293,n2,330.8,-54.7,58.369,1.0,29500.0,209.579
427,0,GRB080804972,n7,328.7,-53.2,24.704,1.0,3878.0,19.488
328,1,GRB201120442,n9,78.16,-57.7,3.136,1.0,0.0,
329,0,GRB091031500,n9,71.7,-57.5,33.921,1.0,6084.0,56.811
334,0,GRB161001045,n3,71.92,-57.26,2.24,1.0,8362.0,80.472
369,0,GRB121112806,n9,78.98,-55.44,1.28,0.1,261419.0,95.709
400,0,GRB211031175,n6,71.98,-54.27,0.128,0.1,251579.0,148.244
411,0,GRB150601904,n6,79.67,-53.82,0.768,0.1,260429.0,100.994
447,0,GRB100620119,n6,80.1,-51.68,51.841,1.0,15720.0,156.899
493,0,GRB200505994,n6,81.07,-48.96,9.984,1.0,7375.0,70.22
329,1,GRB091031500,n9,71.7,-57.5,33.921,1.0,0.0,
334,0,GRB161001045,n3,71.92,-57.26,2.24,1.0,11670.0,66.788
369,0,GRB121112806,n9,78.98,-55.44,1.28,0.1,238515.0,1270.536
378,0,GRB081129161,na,63.2,-54.9,62.657,1.0,4937.0,22.65
400,0,GRB211031175,n6,71.98,-54.27,0.128,0.1,230468.0,1301.056
411,0,GRB150601904,n6,79.67,-53.82,0.768,0.1,238340.0,1271.2
453,0,GRB160609941,n4,70.29,-51.13,60.16,1.0,15930.0,94.714
476,0,GRB150923864,n7,67.23,-50.01,1.792,0.1,247204.0,1237.581
330,1,GRB201012233,n3,303.67,-33.46,64.001,1.0,0.0,
691,0,GRB150708339,n9,308.56,-39.36,95.234,1.0,4540.0,13.089
698,0,GRB140619490,nb,304.96,-39.18,0.448,0.1,244209.0,1832.015
725,0,GRB180821653,n6,309.78,-38.12,13.568,1.0,31083.0,165.951
727,0,GRB120919052,n0,298.0,-38.07,118.018,1.0,18550.0,93.773
733,0,GRB170614505,n8,310.99,-37.91,5.376,1.0,24335.0,127.089
794,0,GRB121225417,n3,310.45,-34.83,58.497,1.0,22208.0,114.839
796,0,GRB180809485,n9,297.79,-34.66,236.036,1.0,10403.0,46.854
850,0,GRB160111115,n5,310.24,-32.78,26.88,1.0,4923.0,15.294
929,0,GRB091123298,n2,297.11,-29.18,624.459,1.0,433545.0,2483.75
957,0,GRB210731931,nb,300.3,-28.06,25.857,1.0,7419.0,29.669
969,0,GRB100311518,n4,303.41,-27.77,9.024,1.0,3456.0,6.846
972,0,GRB100207665,n5,307.86,-27.73,15.36,1.0,3163.0,5.158
985,0,GRB100101028,n3,307.32,-27.0,2.816,1.0,5266.0,17.27
1000,0,GRB150629564,n9,307.65,-26.45,1.92,0.1,266479.0,1773.229
1027,0,GRB200816486,nb,305.33,-25.77,31.488,1.0,28977.0,153.822
1076,0,GRB090514726,n8,304.32,-24.4,2.24,1.0,4423.0,12.415
331,1,GRB081008832,n1,280.0,-57.4,126.722,1.0,0.0,
338,0,GRB170416583,na,284.22,-57.02,61.952,1.0,19903.0,71.893
364,0,GRB140506880,n5,276.77,-55.64,64.128,1.0,7681.0,18.536
372,0,GRB101224578,n1,289.14,-55.25,44.737,1.0,6844.0,14.882
380,0,GRB210204777,n1,272.49,-54.81,32.0,1.0,20922.0,76.341
391,0,GRB160513553,n8,273.57,-54.42,1.664,0.1,211255.0,2674.25
399,0,GRB130515056,n8,283.42,-54.28,0.256,0.1,208038.0,2681.778
416,0,GRB190110726,n3,276.88,-53.68,8.96,1.0,46859.0,189.573
424,0,GRB130906435,n8,279.39,-53.38,8.192,1.0,13507.0,43.97
431,0,GRB100204566,n2,273.07,-52.78,32.513,1.0,5224.0,7.81
438,0,GRB141122875,n1,280.61,-52.52,30.72,1.0,10774.0,32.039
467,0,GRB210923124,n2,278.95,-50.54,128.512,1.0,51718.0,210.786
470,0,GRB150922883,n2,274.14,-50.47,2.816,1.0,33673.0,132.008
475,0,GRB100819498,na,279.6,-50.04,12.544,1.0,58631.0,240.965
489,0,GRB150721732,n8,282.88,-49.41,11.52,1.0,8042.0,20.112
332,1,GRB120220210,n9,206.13,-57.36,21.248,1.0,0.0,
362,0,GRB160829334,n6,200.89,-55.88,0.512,0.1,237748.0,940.504
367,0,GRB150425617,n6,214.23,-55.5,4.352,1.0,2718.0,14.611
381,0,GRB090720710,n1,203.0,-54.8,10.752,1.0,8334.0,63.618
389,0,GRB210805002,n9,198.32,-54.48,0.832,0.1,243587.0,916.902
403,0,GRB171029020,n5,198.24,-54.25,19.712,1.0,7200.0,53.723
436,0,GRB180125891,n4,213.32,-52.67,22.784,1.0,27220.0,228.423
446,0,GRB080831053,n1,211.2,-51.7,0.576,0.1,239742.0,932.444
448,0,GRB110319628,na,207.96,-51.58,15.104,1.0,9508.0,73.863
479,0,GRB200311636,n8,203.99,-49.68,52.481,1.0,29044.0,244.34
484,0,GRB130121835,n8,211.31,-49.49,178.691,1.0,19773.0,163.438
521,0,GRB150830128,n6,207.25,-47.78,44.801,1.0,4058.0,26.305
333,1,GRB141222298,n3,178.04,-57.35,2.752,1.0,0.0,
344,0,GRB111009282,n1,183.04,-56.82,20.736,1.0,8050.0,66.095
375,0,GRB120510900,nb,186.93,-55.24,62.465,1.0,10689.0,89.582
418,0,GRB110930564,n5,187.31,-53.66,37.889,1.0,7353.0,59.892
426,0,GRB210427206,na,177.32,-53.36,18.688,1.0,7489.0,61.102
432,0,GRB141215560,n4,179.06,-52.74,11.264,1.0,9713.0,80.896
437,0,GRB100313288,n9,172.71,-52.58,12.864,1.0,5936.0,47.281
440,0,GRB121127914,n4,176.44,-52.41,0.64,0.1,211569.0,97.844
482,0,GRB090309767,n9,174.3,-49.5,56.513,1.0,8465.0,69.789
485,0,GRB160416022,n6,176.62,-49.48,26.621,1.0,6346.0,50.93
334,1,GRB161001045,n3,71.92,-57.26,2.24,1.0,0.0,
369,0,GRB121112806,n9,78.98,-55.44,1.28,0.1,176883.0,79.517
378,0,GRB081129161,na,63.2,-54.9,62.657,1.0,14074.0,163.082
400,0,GRB211031175,n6,71.98,-54.27,0.128,0.1,171465.0,117.522
411,0,GRB150601904,n6,79.67,-53.82,0.768,0.1,177903.0,72.362
447,0,GRB100620119,n6,80.1,-51.68,51.841,1.0,4405.0,46.776
453,0,GRB160609941,n4,70.29,-51.13,60.16,1.0,4549.0,48.508
476,0,GRB150923864,n7,67.23,-50.01,1.792,0.1,184377.0,26.95
336,1,GRB110319815,n5,325.57,-57.11,31.232,1.0,0.0,
341,0,GRB131028096,n8,333.4,-56.94,14.336,1.0,3844.0,21.551
349,0,GRB200924386,nb,317.3,-56.4,2.816,1.0,2715.0,12.417
388,0,GRB081109293,n2,330.8,-54.7,58.369,1.0,26893.0,208.038
427,0,GRB080804972,n7,328.7,-53.2,24.704,1.0,3598.0,19.561
496,0,GRB190916590,na,321.27,-48.9,37.376,1.0,15507.0,115.915
337,1,GRB110801335,na,248.27,-57.06,0.384,0.1,0.0,
348,0,GRB100825287,na,253.44,-56.57,3.328,1.0,264144.0,3067.162
376,0,GRB130228212,na,240.75,-55.21,15.677,1.0,243804.0,2829.532
406,0,GRB180728728,n6,253.57,-54.03,6.4,1.0,284102.0,3300.33
414,0,GRB150913161,n6,241.05,-53.79,20.992,1.0,233041.0,2703.79
452,0,GRB160909061,n9,242.68,-51.16,18.432,1.0,216121.0,2506.115
500,0,GRB100424729,n8,246.72,-48.85,175.363,1.0,267685.0,3108.532
503,0,GRB150301045,n4,244.29,-48.7,0.416,0.1,1857.0,2.616
507,0,GRB200207058,n4,244.09,-48.3,15.616,1.0,241323.0,2800.547
338,1,GRB170416583,na,284.22,-57.02,61.952,1.0,0.0,
364,0,GRB140506880,n5,276.77,-55.64,64.128,1.0,10586.0,45.349
372,0,GRB101224578,n1,289.14,-55.25,44.737,1.0,19816.0,95.387
399,0,GRB130515056,n8,283.42,-54.28,0.256,0.1,244645.0,1855.966
416,0,GRB190110726,n3,276.88,-53.68,8.96,1.0,11722.0,51.507
424,0,GRB130906435,n8,279.39,-53.38,8.192,1.0,8751.0,35.4
438,0,GRB141122875,n1,280.61,-52.52,30.72,1.0,8085.0,31.79
467,0,GRB210923124,n2,278.95,-50.54,128.512,1.0,13556.0,61.45
475,0,GRB100819498,na,279.6,-50.04,12.544,1.0,15957.0,74.467
477,0,GRB141012773,n3,286.82,-49.88,37.633,1.0,9444.0,39.157
489,0,GRB150721732,n8,282.88,-49.41,11.52,1.0,21215.0,102.972
339,1,GRB150702998,n4,52.78,-57.0,45.825,1.0,0.0,
351,0,GRB120316008,n0,57.02,-56.29,26.624,1.0,5064.0,23.827
358,0,GRB140928437,na,43.7,-55.93,17.92,1.0,3473.0,12.905
439,0,GRB150508945,n3,45.93,-52.45,113.92,1.0,7806.0,42.65
443,0,GRB120420249,n2,47.89,-52.19,25.6,1.0,5026.0,23.566
472,0,GRB180404091,n3,53.4,-50.22,80.897,1.0,16491.0,102.269
515,0,GRB100204024,n9,50.78,-47.89,49.665,1.0,5527.0,27.005
516,0,GRB180611145,n1,51.61,-47.86,8.96,1.0,4485.0,19.852
340,1,GRB080916406,n8,336.3,-57.0,46.337,1.0,0.0,
341,0,GRB131028096,n8,333.4,-56.94,14.336,1.0,13250.0,77.919
342,0,GRB210123305,n2,345.12,-56.93,13.056,1.0,15648.0,93.833
357,0,GRB190726843,n8,342.68,-55.98,224.26,1.0,21337.0,131.586
388,0,GRB081109293,n2,330.8,-54.7,58.369,1.0,37179.0,236.716
404,0,GRB120117291,n2,339.01,-54.25,3.328,1.0,10139.0,57.274
425,0,GRB200623752,n9,343.08,-53.38,0.704,0.1,170061.0,1257.413
427,0,GRB080804972,n7,328.7,-53.2,24.704,1.0,7954.0,42.774
490,0,GRB201128746,n8,339.35,-49.25,11.264,1.0,6375.0,32.296
341,1,GRB131028096,n8,333.4,-56.94,14.336,1.0,0.0,
357,0,GRB190726843,n8,342.68,-55.98,224.26,1.0,9057.0,56.974
388,0,GRB081109293,n2,330.8,-54.7,58.369,1.0,10981.0,70.508
404,0,GRB120117291,n2,339.01,-54.25,3.328,1.0,1765.0,5.681
427,0,GRB080804972,n7,328.7,-53.2,24.704,1.0,3287.0,16.387
490,0,GRB201128746,n8,339.35,-49.25,11.264,1.0,14462.0,94.994
342,1,GRB210123305,n2,345.12,-56.93,13.056,1.0,0.0,
357,0,GRB190726843,n8,342.68,-55.98,224.26,1.0,22946.0,177.626
404,0,GRB120117291,n2,339.01,-54.25,3.328,1.0,14303.0,107.683
421,0,GRB210308838,n3,350.48,-53.55,0.384,0.1,201340.0,507.358
425,0,GRB200623752,n9,343.08,-53.38,0.704,0.1,203586.0,496.401
449,0,GRB130830921,n8,350.97,-51.57,36.352,1.0,17097.0,130.294
490,0,GRB201128746,n8,339.35,-49.25,11.264,1.0,22311.0,172.487
343,1,GRB180804554,n4,136.71,-33.24,43.517,1.0,0.0,
634,0,GRB200412290,na,140.01,-41.67,12.606,1.0,16655.0,102.815
702,0,GRB180524416,n7,140.05,-39.05,13.312,1.0,4334.0,18.429
730,0,GRB210415284,n6,130.32,-37.94,16.896,1.0,7210.0,38.126
740,0,GRB220523175,n7,136.66,-37.46,7.68,1.0,5556.0,26.798
755,0,GRB140911012,n2,128.39,-36.56,116.736,1.0,5174.0,24.182
770,0,GRB090528173,na,134.9,-35.8,35.905,1.0,4201.0,17.518
787,0,GRB101128322,n6,145.47,-35.2,8.192,1.0,13274.0,79.658
830,0,GRB141031998,n6,133.08,-33.68,0.16,0.1,213408.0,1553.771
836,0,GRB111109453,na,133.73,-33.35,4.864,1.0,10350.0,59.632
837,0,GRB131209547,n6,136.5,-33.2,13.568,1.0,4314.0,18.292
846,0,GRB160519060,n7,138.12,-33.03,17.664,1.0,2244.0,4.114
861,0,GRB191111347,n1,130.54,-32.47,5.376,1.0,3518.0,12.84
867,0,GRB120429484,n3,133.04,-32.23,15.36,1.0,3444.0,12.333
868,0,GRB140329295,n8,145.7,-32.23,21.248,1.0,41776.0,274.868
872,0,GRB120711446,n0,127.88,-31.83,87.552,1.0,24088.0,153.723
906,0,GRB140223495,n7,141.12,-30.4,17.408,1.0,3020.0,9.429
930,0,GRB161220605,n9,138.0,-29.16,41.729,1.0,4662.0,20.675
944,0,GRB170114833,nb,137.92,-28.46,29.184,1.0,10930.0,63.604
956,0,GRB100326294,na,131.24,-28.18,5.632,1.0,4280.0,18.059
1064,0,GRB170901345,n3,135.43,-24.78,29.696,1.0,5652.0,27.456
1070,0,GRB211018697,n9,139.95,-24.53,15.104,1.0,5889.0,29.079
1082,0,GRB100704149,n1,133.64,-24.22,171.523,1.0,7788.0,42.085
1093,0,GRB091026485,n2,137.08,-23.65,3.328,1.0,2367.0,4.957
344,1,GRB111009282,n1,183.04,-56.82,20.736,1.0,0.0,
375,0,GRB120510900,nb,186.93,-55.24,62.465,1.0,13604.0,72.258
407,0,GRB200714344,n8,190.43,-53.95,0.96,0.1,225549.0,655.132
418,0,GRB110930564,n5,187.31,-53.66,37.889,1.0,13300.0,70.487
426,0,GRB210427206,na,177.32,-53.36,18.688,1.0,12930.0,68.333
432,0,GRB141215560,n4,179.06,-52.74,11.264,1.0,9524.0,48.497
440,0,GRB121127914,n4,176.44,-52.41,0.64,0.1,213682.0,701.137
485,0,GRB160416022,n6,176.62,-49.48,26.621,1.0,11320.0,58.957
345,1,GRB150824079,n4,167.55,-56.77,13.568,1.0,0.0,
383,0,GRB161020024,n4,161.03,-54.77,12.288,1.0,12214.0,91.004
385,0,GRB190830264,n2,159.2,-54.71,5.376,1.0,13167.0,98.634
419,0,GRB190622368,n0,165.21,-53.62,31.744,1.0,15484.0,117.183
437,0,GRB100313288,n9,172.71,-52.58,12.864,1.0,14971.0,113.076
440,0,GRB121127914,n4,176.44,-52.41,0.64,0.1,139203.0,414.677
461,0,GRB160905471,n0,162.24,-50.8,33.537,1.0,14409.0,108.577
462,0,GRB190609315,n6,165.76,-50.79,97.538,1.0,19487.0,149.231
482,0,GRB090309767,n9,174.3,-49.5,56.513,1.0,20396.0,156.508
346,1,GRB090519462,n6,105.9,-56.7,91.329,1.0,0.0,
384,0,GRB210315716,n7,98.77,-54.76,5.632,1.0,4722.0,11.373
412,0,GRB211222768,n9,103.45,-53.82,1.024,0.1,225813.0,2700.556
422,0,GRB220320194,n2,96.91,-53.54,19.968,1.0,10329.0,42.364
442,0,GRB170209048,na,110.78,-52.25,39.677,1.0,9003.0,35.035
347,1,GRB080916009,n3,119.8,-56.6,62.977,1.0,0.0,
395,0,GRB100201588,n9,115.67,-54.35,141.059,1.0,28376.0,113.476
401,0,GRB200923748,n0,126.3,-54.25,0.64,0.1,279098.0,1727.443
