Index,Is Reference,Name,Brightest Detector,ra,dec,t90,Binsize,Distance,Sigma
377,0,GRB080928628,n3,95.1,-55.2,14.336,1.0,208863.0,2294.879
384,0,GRB210315716,n7,98.77,-54.76,5.632,1.0,193204.0,2121.433
422,0,GRB220320194,n2,96.91,-53.54,19.968,1.0,223629.0,2458.434
262,1,GRB140115863,n4,210.03,-61.41,14.909,1.0,0.0,
313,0,GRB140710901,na,204.65,-58.59,11.52,1.0,1939.0,8.713
332,0,GRB120220210,n9,206.13,-57.36,21.248,1.0,4101.0,27.292
367,0,GRB150425617,n6,214.23,-55.5,4.352,1.0,2178.0,10.767
381,0,GRB090720710,n1,203.0,-54.8,10.752,1.0,3514.0,22.248
436,0,GRB180125891,n4,213.32,-52.67,22.784,1.0,23332.0,192.553
446,0,GRB080831053,n1,211.2,-51.7,0.576,0.1,205217.0,599.193
263,1,GRB201121130,n5,234.94,-38.88,15.36,1.0,0.0,
268,0,GRB201104808,n5,240.32,-36.73,40.448,1.0,5917.0,36.389
350,0,GRB190409901,n8,229.97,-33.13,1.6,0.1,342184.0,794.542
517,0,GRB150313657,nb,237.86,-47.85,5.12,1.0,10987.0,74.608
545,0,GRB090320418,n7,238.0,-46.5,7.936,1.0,3353.0,17.061
598,0,GRB101004426,n2,232.22,-43.99,161.027,1.0,53824.0,397.529
613,0,GRB090620901,nb,241.38,-43.02,0.96,0.1,334739.0,823.697
630,0,GRB150228845,na,231.32,-41.87,4.125,1.0,10669.0,72.211
645,0,GRB090117335,n3,227.3,-41.5,27.264,1.0,3233.0,16.156
668,0,GRB210202841,n1,232.23,-40.4,17.664,1.0,10989.0,74.624
672,0,GRB130509078,n9,240.85,-40.22,24.32,1.0,6997.0,44.53
679,0,GRB161213295,n0,238.61,-40.07,23.296,1.0,23113.0,166.019
686,0,GRB110118857,n1,226.57,-39.55,34.561,1.0,11847.0,81.091
692,0,GRB120121101,n1,235.67,-39.34,18.432,1.0,16564.0,116.65
745,0,GRB210102861,n5,235.74,-37.22,83.97,1.0,30153.0,219.089
775,0,GRB150118409,n1,240.24,-35.75,40.193,1.0,34802.0,254.134
778,0,GRB141121414,n0,235.89,-35.6,3.84,1.0,18964.0,134.742
798,0,GRB100910818,n1,238.1,-34.62,13.824,1.0,16826.0,118.625
802,0,GRB110409179,n7,238.7,-34.32,0.128,0.1,325955.0,858.095
841,0,GRB160512199,n9,240.68,-33.09,78.081,1.0,29489.0,214.083
264,1,GRB120119229,n0,139.65,-61.33,41.728,1.0,0.0,
282,0,GRB130730243,n6,133.75,-60.36,27.904,1.0,2948.0,9.502
321,0,GRB130206817,n6,140.37,-58.16,91.585,1.0,8096.0,43.213
365,0,GRB190720964,n3,138.87,-55.59,10.496,1.0,5963.0,29.245
390,0,GRB120728934,n4,137.1,-54.44,32.768,1.0,2242.0,4.879
265,1,GRB080719529,n6,153.2,-61.3,16.128,1.0,0.0,
302,0,GRB100916779,n4,151.96,-59.38,12.8,1.0,806.0,0.631
361,0,GRB160827586,n4,155.16,-55.91,51.2,1.0,13425.0,143.425
366,0,GRB200323782,n6,156.47,-55.54,2.112,1.0,7905.0,80.962
385,0,GRB190830264,n2,159.2,-54.71,5.376,1.0,8654.0,89.437
405,0,GRB110227009,n8,148.72,-54.04,1.728,0.1,178488.0,623.621
420,0,GRB150422294,n9,156.02,-53.56,30.208,1.0,10051.0,105.245
266,1,GRB211107848,n4,183.42,-61.22,8.384,1.0,0.0,
283,0,GRB130304658,na,178.87,-60.29,23.296,1.0,1453.0,7.301
284,0,GRB190422957,n8,182.12,-60.24,213.252,1.0,62604.0,626.731
285,0,GRB080723557,n4,176.8,-60.2,58.369,1.0,39027.0,387.907
287,0,GRB080714745,n5,188.1,-60.2,59.649,1.0,10093.0,94.82
291,0,GRB160912350,n7,183.29,-60.04,32.705,1.0,4302.0,36.16
296,0,GRB190119249,n3,192.24,-59.82,34.304,1.0,2620.0,19.122
312,0,GRB140929677,n0,177.45,-58.64,37.12,1.0,11647.0,110.561
316,0,GRB110207959,n8,179.0,-58.43,7.68,1.0,8706.0,80.77
333,0,GRB141222298,n3,178.04,-57.35,2.752,1.0,7807.0,71.664
344,0,GRB111009282,n1,183.04,-56.82,20.736,1.0,12924.0,123.497
375,0,GRB120510900,nb,186.93,-55.24,62.465,1.0,2551.0,18.423
418,0,GRB110930564,n5,187.31,-53.66,37.889,1.0,3339.0,26.405
426,0,GRB210427206,na,177.32,-53.36,18.688,1.0,8473.0,78.41
432,0,GRB141215560,n4,179.06,-52.74,11.264,1.0,9095.0,84.711
267,1,GRB210105669,n7,70.99,-36.83,5.12,1.0,0.0,
577,0,GRB120319983,n6,69.85,-45.44,72.448,1.0,8824.0,79.35
651,0,GRB170219110,na,78.69,-41.23,10.24,1.0,1606.0,9.282
734,0,GRB150603105,n0,74.77,-37.87,67.328,1.0,14003.0,129.625
764,0,GRB210917157,n8,75.47,-36.18,7.04,1.0,1775.0,10.922
821,0,GRB120119354,n6,65.96,-33.92,16.896,1.0,3071.0,23.503
842,0,GRB200801650,n3,70.54,-33.06,63.745,1.0,11273.0,103.124
866,0,GRB120526303,n4,66.28,-32.23,43.649,1.0,17552.0,164.077
880,0,GRB090101758,na,77.8,-31.6,108.802,1.0,32011.0,304.438
903,0,GRB170711019,n3,66.69,-30.69,15.104,1.0,1794.0,11.107
958,0,GRB131102622,n6,74.1,-28.01,62.976,1.0,8267.0,73.943
268,1,GRB201104808,n5,240.32,-36.73,40.448,1.0,0.0,
272,0,GRB220304228,na,244.97,-35.7,31.489,1.0,19590.0,103.831
393,0,GRB201213746,n3,239.84,-28.55,46.336,1.0,33196.0,183.574
613,0,GRB090620901,nb,241.38,-43.02,0.96,0.1,371128.0,1749.053
658,0,GRB210625891,n6,247.5,-41.01,4.096,1.0,35614.0,197.745
668,0,GRB210202841,n1,232.23,-40.4,17.664,1.0,15817.0,81.718
672,0,GRB130509078,n9,240.85,-40.22,24.32,1.0,10862.0,52.678
676,0,GRB141230871,n1,246.93,-40.18,0.224,0.1,357534.0,1786.194
679,0,GRB161213295,n0,238.61,-40.07,23.296,1.0,42572.0,238.525
692,0,GRB120121101,n1,235.67,-39.34,18.432,1.0,33790.0,187.055
699,0,GRB170607946,nb,246.66,-39.16,18.176,1.0,17763.0,93.124
745,0,GRB210102861,n5,235.74,-37.22,83.97,1.0,51971.0,293.611
775,0,GRB150118409,n1,240.24,-35.75,40.193,1.0,35791.0,198.783
778,0,GRB141121414,n0,235.89,-35.6,3.84,1.0,40748.0,227.835
798,0,GRB100910818,n1,238.1,-34.62,13.824,1.0,22490.0,120.828
802,0,GRB110409179,n7,238.7,-34.32,0.128,0.1,361184.0,1776.222
814,0,GRB160310291,nb,245.59,-34.03,23.613,1.0,37876.0,211.003
841,0,GRB160512199,n9,240.68,-33.09,78.081,1.0,48420.0,272.799
895,0,GRB091006360,n2,243.11,-31.04,0.192,0.1,358814.0,1782.697
943,0,GRB160709826,n3,236.11,-28.5,5.44,1.0,22275.0,119.568
948,0,GRB090509215,nb,241.4,-28.4,282.372,1.0,190309.0,1104.387
269,1,GRB120304061,n7,127.15,-61.12,9.984,1.0,0.0,
282,0,GRB130730243,n6,133.75,-60.36,27.904,1.0,9515.0,69.416
303,0,GRB141031304,n1,128.61,-59.17,19.456,1.0,9847.0,72.061
347,0,GRB080916009,n3,119.8,-56.6,62.977,1.0,9864.0,72.197
401,0,GRB200923748,n0,126.3,-54.25,0.64,0.1,220783.0,445.524
410,0,GRB140605377,n1,121.79,-53.86,0.512,0.1,220415.0,447.481
428,0,GRB190510120,n0,124.54,-53.07,69.633,1.0,16790.0,127.38
270,1,GRB210621447,na,248.31,-61.07,15.616,1.0,0.0,
278,0,GRB161110179,n1,254.91,-60.62,1.792,0.1,217849.0,704.213
337,0,GRB110801335,na,248.27,-57.06,0.384,0.1,200645.0,791.898
348,0,GRB100825287,na,253.44,-56.57,3.328,1.0,9864.0,76.056
376,0,GRB130228212,na,240.75,-55.21,15.677,1.0,9966.0,76.921
406,0,GRB180728728,n6,253.57,-54.03,6.4,1.0,63014.0,527.157
271,1,GRB081006872,n6,172.2,-61.0,3.328,1.0,0.0,
283,0,GRB130304658,na,178.87,-60.29,23.296,1.0,8261.0,93.699
284,0,GRB190422957,n8,182.12,-60.24,213.252,1.0,8814.0,100.426
285,0,GRB080723557,n4,176.8,-60.2,58.369,1.0,35951.0,430.521
312,0,GRB140929677,n0,177.45,-58.64,37.12,1.0,1477.0,11.178
316,0,GRB110207959,n8,179.0,-58.43,7.68,1.0,984.0,5.181
320,0,GRB090117640,n1,164.0,-58.2,15.552,1.0,2371.0,22.053
333,0,GRB141222298,n3,178.04,-57.35,2.752,1.0,6520.0,72.521
345,0,GRB150824079,n4,167.55,-56.77,13.568,1.0,13516.0,157.621
426,0,GRB210427206,na,177.32,-53.36,18.688,1.0,1182.0,7.59
437,0,GRB100313288,n9,172.71,-52.58,12.864,1.0,6331.0,70.222
440,0,GRB121127914,n4,176.44,-52.41,0.64,0.1,187680.0,182.201
272,1,GRB220304228,na,244.97,-35.7,31.489,1.0,0.0,
393,0,GRB201213746,n3,239.84,-28.55,46.336,1.0,24630.0,123.261
613,0,GRB090620901,nb,241.38,-43.02,0.96,0.1,270866.0,926.194
658,0,GRB210625891,n6,247.5,-41.01,4.096,1.0,29781.0,150.972
672,0,GRB130509078,n9,240.85,-40.22,24.32,1.0,8851.0,38.374
676,0,GRB141230871,n1,246.93,-40.18,0.224,0.1,261598.0,954.457
679,0,GRB161213295,n0,238.61,-40.07,23.296,1.0,34084.0,174.122
692,0,GRB120121101,n1,235.67,-39.34,18.432,1.0,27587.0,139.169
699,0,GRB170607946,nb,246.66,-39.16,18.176,1.0,11843.0,54.47
745,0,GRB210102861,n5,235.74,-37.22,83.97,1.0,26645.0,134.102
766,0,GRB090531775,n9,252.06,-36.05,0.768,0.1,268309.0,933.992
775,0,GRB150118409,n1,240.24,-35.75,40.193,1.0,16650.0,80.331
778,0,GRB141121414,n0,235.89,-35.6,3.84,1.0,34423.0,175.945
798,0,GRB100910818,n1,238.1,-34.62,13.824,1.0,13281.0,62.206
802,0,GRB110409179,n7,238.7,-34.32,0.128,0.1,265866.0,941.442
810,0,GRB141110232,n0,253.13,-34.09,36.608,1.0,46901.0,243.074
814,0,GRB160310291,nb,245.59,-34.03,23.613,1.0,27675.0,139.643
815,0,GRB190821716,n8,250.08,-34.02,59.904,1.0,40149.0,206.75
841,0,GRB160512199,n9,240.68,-33.09,78.081,1.0,19193.0,94.012
895,0,GRB091006360,n2,243.11,-31.04,0.192,0.1,263496.0,948.669
948,0,GRB090509215,nb,241.4,-28.4,282.372,1.0,43821.0,226.504
273,1,GRB150514774,n3,74.85,-60.91,10.813,1.0,0.0,
290,0,GRB130617564,n2,74.73,-60.06,0.768,0.1,229044.0,470.806
292,0,GRB150827785,n0,68.3,-60.0,10.496,1.0,7692.0,50.575
328,0,GRB201120442,n9,78.16,-57.7,3.136,1.0,6289.0,40.175
329,0,GRB091031500,n9,71.7,-57.5,33.921,1.0,5366.0,33.333
334,0,GRB161001045,n3,71.92,-57.26,2.24,1.0,10225.0,69.351
369,0,GRB121112806,n9,78.98,-55.44,1.28,0.1,229931.0,466.282
400,0,GRB211031175,n6,71.98,-54.27,0.128,0.1,222148.0,505.975
411,0,GRB150601904,n6,79.67,-53.82,0.768,0.1,229876.0,466.563
274,1,GRB200630076,n9,91.38,-60.79,7.168,1.0,0.0,
280,0,GRB081121858,nb,89.3,-60.6,41.985,1.0,2284.0,16.619
289,0,GRB130701060,na,97.79,-60.13,20.224,1.0,7115.0,66.257
322,0,GRB150301818,n6,89.16,-57.98,13.312,1.0,1418.0,7.72
377,0,GRB080928628,n3,95.1,-55.2,14.336,1.0,2823.0,22.157
384,0,GRB210315716,n7,98.77,-54.76,5.632,1.0,1014.0,3.569
422,0,GRB220320194,n2,96.91,-53.54,19.968,1.0,11325.0,109.515
456,0,GRB220408311,n6,92.48,-50.97,32.513,1.0,20162.0,200.316
275,1,GRB091231206,n3,199.36,-60.7,42.561,1.0,0.0,
296,0,GRB190119249,n3,192.24,-59.82,34.304,1.0,6542.0,26.609
310,0,GRB130816074,n6,197.14,-58.95,36.864,1.0,20096.0,101.35
313,0,GRB140710901,na,204.65,-58.59,11.52,1.0,9729.0,44.183
332,0,GRB120220210,n9,206.13,-57.36,21.248,1.0,5393.0,20.273
362,0,GRB160829334,n6,200.89,-55.88,0.512,0.1,253561.0,1555.9
381,0,GRB090720710,n1,203.0,-54.8,10.752,1.0,10625.0,49.124
389,0,GRB210805002,n9,198.32,-54.48,0.832,0.1,259514.0,1536.674
403,0,GRB171029020,n5,198.24,-54.25,19.712,1.0,3772.0,11.335
433,0,GRB120521380,na,197.02,-52.74,91.134,1.0,7658.0,32.763
276,1,GRB191205741,n3,14.04,-34.15,2.048,1.0,0.0,
368,0,GRB190129515,n5,11.46,-31.89,8.704,1.0,9204.0,83.743
701,0,GRB100625773,n4,15.79,-39.09,0.24,0.1,209333.0,128.79
718,0,GRB150712846,na,20.25,-38.46,59.648,1.0,8298.0,74.981
735,0,GRB110702187,nb,5.62,-37.66,34.369,1.0,6543.0,58.008
736,0,GRB150201574,n3,11.83,-37.62,15.616,1.0,62105.0,595.361
737,0,GRB150201590,n6,11.83,-37.62,25.6,1.0,4323.0,36.538
743,0,GRB100118100,n2,9.26,-37.37,9.216,1.0,2007.0,14.139
777,0,GRB150527662,n1,10.8,-35.6,63.233,1.0,4825.0,41.393
800,0,GRB101219686,n7,12.23,-34.57,51.009,1.0,3075.0,24.468
809,0,GRB081222204,n1,22.7,-34.1,18.88,1.0,8740.0,79.256
822,0,GRB081213173,n1,12.9,-33.9,0.256,0.1,211242.0,116.477
852,0,GRB140901821,nb,15.82,-32.76,0.176,0.1,212400.0,109.008
864,0,GRB110505203,n0,16.81,-32.3,4.096,1.0,4824.0,41.383
873,0,GRB201016136,na,7.98,-31.82,165.123,1.0,6104.0,53.762
902,0,GRB151218857,n2,9.45,-30.73,3.328,1.0,6640.0,58.946
908,0,GRB170127634,n3,19.98,-30.36,1.728,0.1,230174.0,5.639
912,0,GRB150426594,n5,17.64,-30.23,22.528,1.0,4765.0,40.813
919,0,GRB111221739,n2,10.16,-29.77,27.136,1.0,1936.0,13.453
970,0,GRB110921912,n9,17.97,-27.75,17.664,1.0,15582.0,145.426
978,0,GRB160419637,n5,16.42,-27.34,24.32,1.0,6160.0,54.304
981,0,GRB081028538,na,16.0,-27.2,13.312,1.0,6293.0,55.59
1002,0,GRB120817168,n7,8.31,-26.43,0.16,0.1,201172.0,181.431
1014,0,GRB180128215,n3,12.26,-26.1,0.208,0.1,211052.0,117.702
1041,0,GRB200415367,n1,11.88,-25.26,0.144,0.1,210001.0,124.482
1073,0,GRB081221681,n2,15.8,-24.5,29.697,1.0,31175.0,296.23
277,1,GRB161106786,n1,284.53,-60.65,12.544,1.0,0.0,
300,0,GRB120909070,n8,275.74,-59.45,112.066,1.0,39670.0,342.289
305,0,GRB140528837,n9,280.73,-59.08,13.568,1.0,12103.0,99.229
308,0,GRB101208498,n5,280.94,-59.02,2.048,1.0,15961.0,133.245
331,0,GRB081008832,n1,280.0,-57.4,126.722,1.0,17943.0,150.72
338,0,GRB170416583,na,284.22,-57.02,61.952,1.0,7875.0,61.95
364,0,GRB140506880,n5,276.77,-55.64,64.128,1.0,4170.0,29.283
372,0,GRB101224578,n1,289.14,-55.25,44.737,1.0,14012.0,116.06
399,0,GRB130515056,n8,283.42,-54.28,0.256,0.1,239683.0,597.217
424,0,GRB130906435,n8,279.39,-53.38,8.192,1.0,1419.0,5.027
438,0,GRB141122875,n1,280.61,-52.52,30.72,1.0,2030.0,10.414
278,1,GRB161110179,n1,254.91,-60.62,1.792,0.1,0.0,
337,0,GRB110801335,na,248.27,-57.06,0.384,0.1,2573.0,10.729
348,0,GRB100825287,na,253.44,-56.57,3.328,1.0,285758.0,3349.435
353,0,GRB161228388,n0,260.67,-56.06,72.704,1.0,262177.0,3071.423
406,0,GRB180728728,n6,253.57,-54.03,6.4,1.0,302986.0,3552.547
279,1,GRB160424492,n0,319.48,-60.61,6.592,1.0,0.0,
301,0,GRB100225115,n3,310.3,-59.4,12.992,1.0,2781.0,21.179
326,0,GRB140330180,n0,328.07,-57.74,34.049,1.0,2967.0,23.055
336,0,GRB110319815,n5,325.57,-57.11,31.232,1.0,2555.0,18.9
349,0,GRB200924386,nb,317.3,-56.4,2.816,1.0,2597.0,19.324
363,0,GRB110205588,n4,312.69,-55.85,158.72,1.0,7046.0,64.19
280,1,GRB081121858,nb,89.3,-60.6,41.985,1.0,0.0,
289,0,GRB130701060,na,97.79,-60.13,20.224,1.0,7775.0,40.294
322,0,GRB150301818,n6,89.16,-57.98,13.312,1.0,2203.0,4.532
377,0,GRB080928628,n3,95.1,-55.2,14.336,1.0,3671.0,13.954
281,1,GRB120511638,n6,226.93,-60.49,45.249,1.0,0.0,
317,0,GRB111015427,n2,220.65,-58.41,92.737,1.0,6515.0,28.738
465,0,GRB081215880,n2,228.6,-50.7,7.68,1.0,4949.0,19.349
282,1,GRB130730243,n6,133.75,-60.36,27.904,1.0,0.0,
303,0,GRB141031304,n1,128.61,-59.17,19.456,1.0,1834.0,5.913
321,0,GRB130206817,n6,140.37,-58.16,91.585,1.0,5181.0,32.076
365,0,GRB190720964,n3,138.87,-55.59,10.496,1.0,8245.0,56.027
390,0,GRB120728934,n4,137.1,-54.44,32.768,1.0,1964.0,6.93
401,0,GRB200923748,n0,126.3,-54.25,0.64,0.1,188362.0,1070.499
283,1,GRB130304658,na,178.87,-60.29,23.296,1.0,0.0,
284,0,GRB190422957,n8,182.12,-60.24,213.252,1.0,59110.0,417.09
285,0,GRB080723557,n4,176.8,-60.2,58.369,1.0,38388.0,267.964
287,0,GRB080714745,n5,188.1,-60.2,59.649,1.0,9650.0,61.151
291,0,GRB160912350,n7,183.29,-60.04,32.705,1.0,4061.0,20.93
312,0,GRB140929677,n0,177.45,-58.64,37.12,1.0,12025.0,78.243
316,0,GRB110207959,n8,179.0,-58.43,7.68,1.0,9497.0,60.05
333,0,GRB141222298,n3,178.04,-57.35,2.752,1.0,8686.0,54.214
344,0,GRB111009282,n1,183.04,-56.82,20.736,1.0,12490.0,81.589
375,0,GRB120510900,nb,186.93,-55.24,62.465,1.0,2352.0,8.631
426,0,GRB210427206,na,177.32,-53.36,18.688,1.0,8785.0,54.926
432,0,GRB141215560,n4,179.06,-52.74,11.264,1.0,9324.0,58.805
437,0,GRB100313288,n9,172.71,-52.58,12.864,1.0,3095.0,13.978
440,0,GRB121127914,n4,176.44,-52.41,0.64,0.1,245926.0,1069.078
284,1,GRB190422957,n8,182.12,-60.24,213.252,1.0,0.0,
285,0,GRB080723557,n4,176.8,-60.2,58.369,1.0,43256.0,152.52
287,0,GRB080714745,n5,188.1,-60.2,59.649,1.0,14158.0,35.713
291,0,GRB160912350,n7,183.29,-60.04,32.705,1.0,29309.0,96.533
312,0,GRB140929677,n0,177.45,-58.64,37.12,1.0,8445.0,12.78
316,0,GRB110207959,n8,179.0,-58.43,7.68,1.0,7057.0,7.208
333,0,GRB141222298,n3,178.04,-57.35,2.752,1.0,25347.0,80.629
344,0,GRB111009282,n1,183.04,-56.82,20.736,1.0,26742.0,86.229
375,0,GRB120510900,nb,186.93,-55.24,62.465,1.0,59063.0,215.974
418,0,GRB110930564,n5,187.31,-53.66,37.889,1.0,37701.0,130.221
426,0,GRB210427206,na,177.32,-53.36,18.688,1.0,6812.0,6.225
432,0,GRB141215560,n4,179.06,-52.74,11.264,1.0,80513.0,302.079
440,0,GRB121127914,n4,176.44,-52.41,0.64,0.1,212401.0,3737.117
285,1,GRB080723557,n4,176.8,-60.2,58.369,1.0,0.0,
291,0,GRB160912350,n7,183.29,-60.04,32.705,1.0,34429.0,189.559
312,0,GRB140929677,n0,177.45,-58.64,37.12,1.0,37594.0,208.228
316,0,GRB110207959,n8,179.0,-58.43,7.68,1.0,35760.0,197.41
333,0,GRB141222298,n3,178.04,-57.35,2.752,1.0,32595.0,178.741
344,0,GRB111009282,n1,183.04,-56.82,20.736,1.0,31350.0,171.397
345,0,GRB150824079,n4,167.55,-56.77,13.568,1.0,18982.0,98.442
426,0,GRB210427206,na,177.32,-53.36,18.688,1.0,34275.0,188.65
432,0,GRB141215560,n4,179.06,-52.74,11.264,1.0,36274.0,200.442
437,0,GRB100313288,n9,172.71,-52.58,12.864,1.0,35650.0,196.761
440,0,GRB121127914,n4,176.44,-52.41,0.64,0.1,198323.0,1351.38
286,1,GRB211109028,n1,129.05,-33.88,8.96,1.0,0.0,
343,0,GRB180804554,n4,136.71,-33.24,43.517,1.0,2192.0,14.313
354,0,GRB210723615,n4,121.72,-32.88,42.753,1.0,3158.0,23.716
620,0,GRB210904866,n5,124.65,-42.2,3.904,1.0,4934.0,41.005
712,0,GRB090117632,n9,121.6,-38.8,86.017,1.0,5678.0,48.247
719,0,GRB170915161,n4,120.26,-38.42,15.613,1.0,4418.0,35.982
730,0,GRB210415284,n6,130.32,-37.94,16.896,1.0,4001.0,31.922
740,0,GRB220523175,n7,136.66,-37.46,7.68,1.0,2721.0,19.462
754,0,GRB180816088,n1,126.21,-36.71,34.561,1.0,10045.0,90.757
755,0,GRB140911012,n2,128.39,-36.56,116.736,1.0,4163.0,33.499
770,0,GRB090528173,na,134.9,-35.8,35.905,1.0,3055.0,22.714
786,0,GRB170923101,n6,120.12,-35.33,46.08,1.0,10975.0,99.81
825,0,GRB130819394,n4,124.72,-33.76,82.689,1.0,4114.0,33.022
830,0,GRB141031998,n6,133.08,-33.68,0.16,0.1,225074.0,543.396
831,0,GRB180405169,n3,123.62,-33.5,28.477,1.0,4651.0,38.25
836,0,GRB111109453,na,133.73,-33.35,4.864,1.0,5326.0,44.82
837,0,GRB131209547,n6,136.5,-33.2,13.568,1.0,4669.0,38.425
846,0,GRB160519060,n7,138.12,-33.03,17.664,1.0,1421.0,6.808
861,0,GRB191111347,n1,130.54,-32.47,5.376,1.0,1096.0,3.644
867,0,GRB120429484,n3,133.04,-32.23,15.36,1.0,2601.0,18.294
872,0,GRB120711446,n0,127.88,-31.83,87.552,1.0,25246.0,238.729
888,0,GRB120710100,n3,120.39,-31.14,131.84,1.0,10196.0,92.227
890,0,GRB091122163,n6,120.51,-31.13,2.944,1.0,7814.0,69.04
899,0,GRB190719113,n3,123.93,-30.81,84.738,1.0,6595.0,57.173
911,0,GRB160625240,n3,127.13,-30.26,10.752,1.0,2016.0,12.6
956,0,GRB100326294,na,131.24,-28.18,5.632,1.0,1395.0,6.555
1009,0,GRB090828099,n5,124.38,-26.14,68.417,1.0,9798.0,88.353
287,1,GRB080714745,n5,188.1,-60.2,59.649,1.0,0.0,
291,0,GRB160912350,n7,183.29,-60.04,32.705,1.0,3943.0,12.064
296,0,GRB190119249,n3,192.24,-59.82,34.304,1.0,7401.0,33.062
310,0,GRB130816074,n6,197.14,-58.95,36.864,1.0,3844.0,11.463
316,0,GRB110207959,n8,179.0,-58.43,7.68,1.0,4457.0,15.186
344,0,GRB111009282,n1,183.04,-56.82,20.736,1.0,9240.0,44.229
375,0,GRB120510900,nb,186.93,-55.24,62.465,1.0,11006.0,54.952
407,0,GRB200714344,n8,190.43,-53.95,0.96,0.1,220617.0,1811.342
418,0,GRB110930564,n5,187.31,-53.66,37.889,1.0,4302.0,14.244
288,1,GRB140716436,n4,108.17,-60.18,168.253,1.0,0.0,
346,0,GRB090519462,n6,105.9,-56.7,91.329,1.0,14503.0,42.87
395,0,GRB100201588,n9,115.67,-54.35,141.059,1.0,35141.0,129.777
412,0,GRB211222768,n9,103.45,-53.82,1.024,0.1,207205.0,2714.205
442,0,GRB170209048,na,110.78,-52.25,39.677,1.0,9198.0,20.53
289,1,GRB130701060,na,97.79,-60.13,20.224,1.0,0.0,
322,0,GRB150301818,n6,89.16,-57.98,13.312,1.0,5004.0,27.06
346,0,GRB090519462,n6,105.9,-56.7,91.329,1.0,5719.0,32.026
377,0,GRB080928628,n3,95.1,-55.2,14.336,1.0,3843.0,18.997
384,0,GRB210315716,n7,98.77,-54.76,5.632,1.0,5418.0,29.936
412,0,GRB211222768,n9,103.45,-53.82,1.024,0.1,234809.0,914.953
422,0,GRB220320194,n2,96.91,-53.54,19.968,1.0,4355.0,22.553
290,1,GRB130617564,n2,74.73,-60.06,0.768,0.1,0.0,
292,0,GRB150827785,n0,68.3,-60.0,10.496,1.0,204634.0,2685.181
328,0,GRB201120442,n9,78.16,-57.7,3.136,1.0,259597.0,3411.381
329,0,GRB091031500,n9,71.7,-57.5,33.921,1.0,237508.0,3119.53
334,0,GRB161001045,n3,71.92,-57.26,2.24,1.0,177071.0,2321.004
369,0,GRB121112806,n9,78.98,-55.44,1.28,0.1,3049.0,24.461
400,0,GRB211031175,n6,71.98,-54.27,0.128,0.1,1362.0,0.352
411,0,GRB150601904,n6,79.67,-53.82,0.768,0.1,1481.0,1.398
447,0,GRB100620119,n6,80.1,-51.68,51.841,1.0,200565.0,2631.419
453,0,GRB160609941,n4,70.29,-51.13,60.16,1.0,195491.0,2564.378
291,1,GRB160912350,n7,183.29,-60.04,32.705,1.0,0.0,
296,0,GRB190119249,n3,192.24,-59.82,34.304,1.0,3197.0,11.797
312,0,GRB140929677,n0,177.45,-58.64,37.12,1.0,5824.0,28.8
316,0,GRB110207959,n8,179.0,-58.43,7.68,1.0,6379.0,32.392
333,0,GRB141222298,n3,178.04,-57.35,2.752,1.0,6655.0,34.179
344,0,GRB111009282,n1,183.04,-56.82,20.736,1.0,9835.0,54.761
375,0,GRB120510900,nb,186.93,-55.24,62.465,1.0,4826.0,22.34
407,0,GRB200714344,n8,190.43,-53.95,0.96,0.1,233371.0,1276.716
418,0,GRB110930564,n5,187.31,-53.66,37.889,1.0,2709.0,8.638
426,0,GRB210427206,na,177.32,-53.36,18.688,1.0,5463.0,26.463
432,0,GRB141215560,n4,179.06,-52.74,11.264,1.0,10968.0,62.095
292,1,GRB150827785,n0,68.3,-60.0,10.496,1.0,0.0,
294,0,GRB200901158,n2,61.76,-59.88,10.176,1.0,7031.0,59.794
298,0,GRB200126466,n3,59.47,-59.62,0.768,0.1,199546.0,501.203
309,0,GRB180412425,n6,62.32,-59.01,20.992,1.0,2242.0,14.275
329,0,GRB091031500,n9,71.7,-57.5,33.921,1.0,9823.0,86.331
334,0,GRB161001045,n3,71.92,-57.26,2.24,1.0,3010.0,21.575
378,0,GRB081129161,na,63.2,-54.9,62.657,1.0,10413.0,91.939
400,0,GRB211031175,n6,71.98,-54.27,0.128,0.1,198242.0,508.142
453,0,GRB160609941,n4,70.29,-51.13,60.16,1.0,2758.0,19.179
293,1,GRB180505540,n8,4.51,-59.89,21.76,1.0,0.0,
314,0,GRB150306993,n4,0.63,-58.55,18.944,1.0,8946.0,45.758
370,0,GRB201021852,n7,12.55,-55.39,35.328,1.0,43684.0,255.371
445,0,GRB090412061,n4,1.3,-51.9,0.896,0.1,308599.0,919.584
294,1,GRB200901158,n2,61.76,-59.88,10.176,1.0,0.0,
298,0,GRB200126466,n3,59.47,-59.62,0.768,0.1,243574.0,452.289
309,0,GRB180412425,n6,62.32,-59.01,20.992,1.0,4300.0,28.618
315,0,GRB120210650,n0,54.65,-58.52,1.344,0.1,256460.0,395.275
339,0,GRB150702998,n4,52.78,-57.0,45.825,1.0,12962.0,100.013
351,0,GRB120316008,n0,57.02,-56.29,26.624,1.0,7864.0,57.993
378,0,GRB081129161,na,63.2,-54.9,62.657,1.0,4754.0,32.36
295,1,GRB200617679,n8,359.11,-59.83,1.216,0.1,0.0,
323,0,GRB180620660,n4,357.52,-57.96,46.721,1.0,218080.0,2346.96
